,id,recipeName,rating,totalTimeInSeconds,course,cuisine,ingredients,clean_ingredients,ingredient_count,timeMins
5006,Lasagna-Rollups-1312409,lasagna rollups,4.0,,[Main Dishes],[Italian],"[lasagna noodles, sauce, olive oil, onions, garlic, ground beef, italian sausage, diced tomatoes, tomato paste, salt, black pepper, fresh parsley, fresh basil, ricotta cheese, eggs, grated parmesan cheese, pepper, parsley, basil, mozzarella cheese]","['lasagna noodle', 'sauce', 'olive oil', 'onion', 'garlic', 'beef', 'italian sausage', 'tomato', 'tomato paste', 'salt', 'black pepper', 'parsley', 'basil', 'ricottum cheese', 'egg', 'parmesan cheese', 'pepper', 'parsley', 'basil', 'mozzarella cheese']",20,
5007,FRESH-TAGLIATELLE-WITH-GARLIC_-RUCOLA-_-SUNDRIED-TOMATOES-1358118,"fresh tagliatelle with garlic, rucola & sundried tomatoes",3.0,2100.0,[Main Dishes],[Italian],"[extra-virgin olive oil, garlic, sun-dried tomatoes, dry white wine, tagliatelle, rucola]","['extra virgin olive oil', 'garlic', 'tomato', 'dry white wine', 'tagliatelle', 'rucola']",6,35.0
5008,Cheesy-Italian-Meatloaf-1347924,cheesy italian meatloaf,4.0,4500.0,[Main Dishes],[Italian],"[ground beef, ground turkey, pasta sauce, eggs, mozzarella cheese, ricotta cheese, seasoned bread crumbs]","['beef', 'turkey', 'pastum sauce', 'egg', 'mozzarella cheese', 'ricottum cheese', 'bread crumb']",7,75.0
5009,Lasagna-1363443,lasagna,4.0,6300.0,[Main Dishes],[Italian],"[sausage casings, lean ground beef, yellow onion, garlic, crushed tomatoes, tomato paste, tomato sauce, water, sugar, dried basil, fennel seeds, italian seasoning, salt, freshly ground black pepper, fresh parsley, lasagna noodles, ricotta cheese, eggs, mozzarella cheese, grated parmesan cheese]","['sausage casing', 'lean beef', 'yellow onion', 'garlic', 'tomato', 'tomato paste', 'tomato sauce', 'water', 'sugar', 'basil', '', 'italian seasoning', 'salt', 'black pepper', 'parsley', 'lasagna noodle', 'ricottum cheese', 'egg', 'mozzarella cheese', 'parmesan cheese']",20,105.0
5010,Lasagna-Soup-1372378,lasagna soup,4.0,2700.0,"[Soups, Main Dishes]",[Italian],"[kosher salt, lasagna noodles, extra-virgin olive oil, onions, sausage casings, ground beef, garlic, dried oregano, red pepper flakes, salt, pepper, chicken broth, pasta sauce, water, fresh basil, grated parmesan cheese, heavy cream, ricotta cheese]","['kosher salt', 'lasagna noodle', 'extra virgin olive oil', 'onion', 'sausage casing', 'beef', 'garlic', 'oregano', 'pepper flake', 'salt', 'pepper', 'chicken broth', 'pastum sauce', 'water', 'basil', 'parmesan cheese', 'heavy cream', 'ricottum cheese']",18,45.0
5011,Italian-Style-Meatballs-1354990,italian-style meatballs,4.0,3600.0,[Main Dishes],[Italian],"[ground beef, ground pork, ground veal, white bread, milk, eggs, minced onion, garlic cloves, grated parmesan cheese, flat leaf parsley, salt, ground black pepper, extra-virgin olive oil]","['beef', 'pork', 'veal', 'white bread', 'milk', 'egg', 'onion', 'garlic clove', 'parmesan cheese', 'flat leaf parsley', 'salt', 'black pepper', 'extra virgin olive oil']",13,60.0
5012,Spaghetti-alla-Puttanesca-1373157,spaghetti alla puttanesca,4.0,2400.0,[Main Dishes],[Italian],"[olive oil, hot red pepper flakes, onions, clove, anchovy fillets, capers, black olives, diced tomatoes, salt, pepper, spaghetti, parsley, pecorino romano cheese]","['olive oil', 'pepper flake', 'onion', 'clove', 'anchovy fillet', 'caper', 'black olife', 'tomato', 'salt', 'pepper', 'spaghettus', 'parsley', 'pecorino romano cheese']",13,40.0
5013,Italian-Sausage-Soup-1371843,italian sausage soup,3.0,5400.0,[Soups],[Italian],"[italian sausage, onions, carrots, celery, chicken broth, diced tomatoes, tomato sauce, garlic, dried oregano, dried rosemary, dried basil, dried thyme, fennel seeds]","['italian sausage', 'onion', 'carrot', 'celery', 'chicken broth', 'tomato', 'tomato sauce', 'garlic', 'oregano', 'rosemary', 'basil', 'thyme', '']",13,90.0
5014,Italian-Sausage-Pasta-1369702,italian sausage pasta,4.0,2700.0,[Main Dishes],[Italian],"[olive oil, sweet italian turkey sausage, onions, garlic cloves, white wine, tomatoes, rigatoni, arugula, grated parmesan cheese]","['olive oil', 'sweet italian turkey sausage', 'onion', 'garlic clove', 'white wine', 'tomato', 'rigatoni', 'arugula', 'parmesan cheese']",9,45.0
5015,Italian-Vegan-Garbanzo-Bean-Soup-1352081,italian vegan garbanzo bean soup,4.0,1800.0,[Soups],[Italian],"[olive oil, onions, garlic, carrots, celery, fennel bulb, garbanzo beans, diced tomatoes, vegetable broth, cherry tomatoes, fresh spinach, dried oregano, dried thyme, fresh parsley, salt, black pepper]","['olive oil', 'onion', 'garlic', 'carrot', 'celery', 'fennel bulb', 'garbanzo bean', 'tomato', 'vegetable broth', 'cherry tomato', 'spinach', 'oregano', 'thyme', 'parsley', 'salt', 'black pepper']",16,30.0
5016,Linguine-with-Cauliflower-and-Prosciutto-1370040,linguine with cauliflower and prosciutto,3.0,2700.0,[Main Dishes],[Italian],"[kosher salt, unsalted butter, extra-virgin olive oil, cauliflower, linguine, anchovy fillets, fresh rosemary, garlic, crushed red pepper flakes, chicken broth, prosciutto, parmigiano reggiano cheese, flat leaf parsley]","['kosher salt', 'butter', 'extra virgin olive oil', 'cauliflower', 'linguine', 'anchovy fillet', 'rosemary', 'garlic', 'pepper flake', 'chicken broth', 'prosciutto', 'parmigiano reggiano cheese', 'flat leaf parsley']",13,45.0
5017,Spaghetti-alla-Carbonara-1335872,spaghetti alla carbonara,4.0,1800.0,[Main Dishes],[Italian],"[spaghetti, pancetta, olive oil, garlic cloves, dry white wine, eggs, grated parmesan cheese, pasta water, flat leaf parsley, sea salt, cracked black pepper]","['spaghettus', 'pancettum', 'olive oil', 'garlic clove', 'dry white wine', 'egg', 'parmesan cheese', 'pastum water', 'flat leaf parsley', 'sea salt', 'black pepper']",11,30.0
5018,Baked-Ziti-1360859,baked ziti,3.0,4800.0,[Main Dishes],[Italian],"[olive oil, sweet italian sausage, lean ground beef, garlic, onions, marjoram, crushed red pepper flakes, salt, black pepper, veal stock, passata, san marzano tomatoes, fresh basil leaves, ziti rigate, ricotta cheese, parmigiano reggiano cheese, eggs, chees fresh mozzarella, flat leaf parsley]","['olive oil', 'sweet italian sausage', 'lean beef', 'garlic', 'onion', 'marjoram', 'pepper flake', 'salt', 'black pepper', 'veal stock', 'passatum', 'san marzano tomato', 'basil leaf', 'zitus rigate', 'ricottum cheese', 'parmigiano reggiano cheese', 'egg', 'chee mozzarella', 'flat leaf parsley']",19,80.0
5019,Polenta-1349430,polenta,3.0,3600.0,[Side Dishes],[Italian],"[water, milk, salt, olive oil, polenta, butter, parmigiano reggiano cheese, ground black pepper, kosher salt, extra-virgin olive oil]","['water', 'milk', 'salt', 'olive oil', 'polentum', 'butter', 'parmigiano reggiano cheese', 'black pepper', 'kosher salt', 'extra virgin olive oil']",10,60.0
5020,Homemade-Italian-dressing-1327222,homemade italian dressing,4.0,300.0,[Salads],[Italian],"[white wine vinegar, red wine vinegar, extra-virgin olive oil, water, kosher salt, dried parsley, dried oregano, garlic powder, onion powder, honey, ground black pepper, dried basil, dried thyme]","['white wine vinegar', 'wine vinegar', 'extra virgin olive oil', 'water', 'kosher salt', 'parsley', 'oregano', 'garlic powder', 'onion powder', 'honey', 'black pepper', 'basil', 'thyme']",13,5.0
5021,Easy-Italian-Stuffed-Artichokes-1373466,easy italian stuffed artichokes,4.0,3900.0,[],[Italian],"[artichokes, seasoned bread crumbs, garlic powder, grated parmesan cheese, parsley, black pepper, olive oil]","['artichoke', 'bread crumb', 'garlic powder', 'parmesan cheese', 'parsley', 'black pepper', 'olive oil']",7,65.0
5022,Italian-Grilled-Cheese-Bites-1312737,italian grilled cheese bites,4.0,1800.0,[Lunch and Snacks],[Italian],"[french bread, shredded mozzarella cheese, fontina cheese, shredded parmesan cheese, basil, unsalted butter, marinara sauce]","['french bread', 'mozzarella cheese', 'fontina cheese', 'parmesan cheese', 'basil', 'butter', 'marinara sauce']",7,30.0
5023,Authentic-Tiramisu-1344780,authentic tiramisu,4.0,16200.0,[Desserts],[Italian],"[egg yolks, sugar, mascarpone, heavy whipping cream, ladyfingers, brewed coffee, marsala wine, cocoa]","['egg yolk', 'sugar', 'mascarpone', 'heavy whipping cream', 'ladyfinger', 'coffee', 'marsala wine', 'cocoa']",8,270.0
5024,Italian-Easter-bread-Pane-di-Pasqua-1358285,italian easter bread  pane di pasqua,4.0,18000.0,[],[Italian],"[bread dough, eggs, boiling water, vinegar, sprinkles, milk]","['bread dough', 'egg', 'boiling water', 'vinegar', 'sprinkle', 'milk']",6,300.0
5025,Italian-Baked-Ziti-1347959,italian baked ziti,3.0,3300.0,[Main Dishes],[Italian],"[ziti, pizza sauce, sliced mushrooms, mozzarella cheese, grated parmesan cheese, red bell pepper, chopped onion, minced garlic, red pepper flakes, olive oil]","['zitus', 'pizza sauce', 'mushroom', 'mozzarella cheese', 'parmesan cheese', 'bell pepper', 'onion', 'garlic', 'pepper flake', 'olive oil']",10,55.0
5026,Italian-Ricotta-Cheesecake-1360834,italian ricotta cheesecake,3.0,4500.0,[Desserts],[Italian],"[unsalted butter, ricotta, sugar, large eggs, lemon, pure vanilla extract, liqueur]","['butter', 'ricottum', 'sugar', 'egg', 'lemon', 'pure vanilla extract', 'liqueur']",7,75.0
5027,Homemade-Italian-Popcorn-Seasoning-1357252,homemade italian popcorn seasoning,4.0,900.0,,[Italian],"[popped popcorn, dried basil, dried oregano, salt, olive oil]","['popcorn', 'basil', 'oregano', 'salt', 'olive oil']",5,15.0
5028,Friendship-Spaghetti-Pie-1373756,friendship spaghetti pie,4.0,3900.0,[Main Dishes],[Italian],"[spaghetti, ground beef, chopped onion, pasta sauce, butter, parmesan cheese, eggland's best® eggs, ricotta cheese, garlic, italian seasoning, mozzarella cheese, dried parsley]","['spaghettus', 'beef', 'onion', 'pastum sauce', 'butter', 'parmesan cheese', 'eggland s best egg', 'ricottum cheese', 'garlic', 'italian seasoning', 'mozzarella cheese', 'parsley']",12,65.0
5029,Lasagna-494544,lasagna,4.0,2100.0,[Main Dishes],"[Italian, Kid-Friendly]","[lasagna noodles, meat sauce, ricotta, shredded mozzarella cheese]","['lasagna noodle', 'meat sauce', 'ricottum', 'mozzarella cheese']",4,35.0
5030,Spicy-Italian-Sausage-and-Peppers-Pizza-1361694,spicy italian sausage and peppers pizza,4.0,2400.0,[Main Dishes],[Italian],"[olive oil, sausage casings, garlic, yellow onion, green bell pepper, red bell pepper, dried oregano, white wine, pizza crust, pizza sauce, grated parmesan cheese]","['olive oil', 'sausage casing', 'garlic', 'yellow onion', 'bell pepper', 'bell pepper', 'oregano', 'white wine', 'pizza crust', 'pizza sauce', 'parmesan cheese']",11,40.0
5031,Freezer-Friendly-Lasagna-1367170,freezer friendly lasagna,4.0,4500.0,[Main Dishes],[Italian],"[lasagna noodles, pasta sauce, shredded mozzarella cheese, grated parmesan cheese, eggs, ricotta cheese, fresh parsley, fresh basil, dried oregano]","['lasagna noodle', 'pastum sauce', 'mozzarella cheese', 'parmesan cheese', 'egg', 'ricottum cheese', 'parsley', 'basil', 'oregano']",9,75.0
5032,Spinach-and-Ricotta-Lazy-Lasagna-580112,spinach and ricotta lazy lasagna,3.0,4200.0,[Main Dishes],[Italian],"[pasta, oil, olive oil, garlic cloves, baby spinach, ricotta, eggs, nutmeg, freshly ground pepper, salt, parmesan cheese, tomatoes, mozzarella cheese]","['pastum', 'oil', 'olive oil', 'garlic clove', 'baby spinach', 'ricottum', 'egg', 'nutmeg', 'pepper', 'salt', 'parmesan cheese', 'tomato', 'mozzarella cheese']",13,70.0
5033,Chicken-Mozzarella-Pasta-1311300,chicken mozzarella pasta,4.0,1800.0,[Main Dishes],[Italian],"[penne, olive oil, boneless skinless chicken breasts, pepper, salt, onions, garlic, marinara sauce, crushed red pepper flakes, water, fresh parsley, fresh mozzarella, parmesan cheese, basil leaves]","['penne', 'olive oil', 'chicken breast', 'pepper', 'salt', 'onion', 'garlic', 'marinara sauce', 'pepper flake', 'water', 'parsley', 'mozzarella', 'parmesan cheese', 'basil leaf']",14,30.0
5034,Authentic_-Classic-Spaghetti-Carbonara-1363114,"authentic, classic spaghetti carbonara",4.0,1200.0,[Main Dishes],[Italian],"[guanciale, extra-virgin olive oil, noodles, sea salt, egg yolks, pecorino romano cheese, cracked black pepper]","['guanciale', 'extra virgin olive oil', 'noodle', 'sea salt', 'egg yolk', 'pecorino romano cheese', 'black pepper']",7,20.0
5035,Eggplant-Rollatini-1374530,eggplant rollatini,4.0,3900.0,[Main Dishes],[Italian],"[extra-virgin olive oil, onions, dried oregano, dried basil, garlic cloves, tomato paste, diced tomatoes, kosher salt, eggplant, eggs, seasoned bread crumbs, ricotta cheese, fresh basil, shredded parmesan cheese, prosciutto slices, mozzarella cheese, parsley]","['extra virgin olive oil', 'onion', 'oregano', 'basil', 'garlic clove', 'tomato paste', 'tomato', 'kosher salt', 'eggplant', 'egg', 'bread crumb', 'ricottum cheese', 'basil', 'parmesan cheese', 'prosciutto slice', 'mozzarella cheese', 'parsley']",17,65.0
5036,Fried-Italian-Herb-Macaroni-1374054,fried italian herb macaroni,4.0,1800.0,,[Italian],"[noodles, herbs, sweet onion, roma tomatoes, eggs]","['noodle', 'herb', 'sweet onion', 'roma tomato', 'egg']",5,30.0
5037,Sun-Dried-Tomato-Risotto-1343241,sun-dried tomato risotto,4.0,2100.0,[Side Dishes],[Italian],"[butter, olive oil, yellow onion, garlic, arborio rice, sun-dried tomatoes in oil, dry white wine, low sodium chicken broth, salt, ground black pepper, parmesan cheese, heavy whipping cream, shredded basil]","['butter', 'olive oil', 'yellow onion', 'garlic', 'arborio rice', 'tomato oil', 'dry white wine', 'low sodium chicken broth', 'salt', 'black pepper', 'parmesan cheese', 'heavy whipping cream', 'basil']",13,35.0
5038,Mushroom-_-Pancetta-Spaghetti-1312126,mushroom & pancetta spaghetti,3.0,1500.0,[Main Dishes],[Italian],"[spaghetti, pancetta, mushrooms, leeks, soft cheese, olive oil]","['spaghettus', 'pancettum', 'mushroom', 'leek', 'soft cheese', 'olive oil']",6,25.0
5039,Slow-Cooker-Lasagna-1345656,slow cooker lasagna,4.0,3600.0,[Main Dishes],[Italian],"[lean ground turkey, onions, garlic, pasta sauce, low-fat cottage cheese, part-skim mozzarella cheese, italian seasoning, salt, whole wheat lasagna noodles, grated parmesan cheese, fresh basil]","['lean turkey', 'onion', 'garlic', 'pastum sauce', 'low fat cottage cheese', 'part skim mozzarella cheese', 'italian seasoning', 'salt', 'wheat lasagna noodle', 'parmesan cheese', 'basil']",11,60.0
5040,Hot-_-Spicy-Italian-Drip-Beef-533634,hot & spicy italian drip beef,5.0,5100.0,[Main Dishes],[Italian],"[olive oil, chuck, pepper, salt, beef stock, crushed tomatoes, pepperoncini, hot cherry pepper, pimentos, rolls, provolone cheese]","['olive oil', 'chuck', 'pepper', 'salt', 'beef stock', 'tomato', 'pepperoncini', 'hot cherry pepper', 'pimento', 'roll', 'provolone cheese']",11,85.0
5041,Ricotta-Cheese-Gnocchi-1357442,ricotta cheese gnocchi,3.0,2400.0,[],[Italian],"[salt, ricotta cheese, eggs, freshly grated parmesan, freshly ground black pepper, flour, unsalted butter, sage leaves]","['salt', 'ricottum cheese', 'egg', 'parmesan', 'black pepper', 'flmy', 'butter', 'sage leaf']",8,40.0
5042,Italian-Style-Soup-with-Turkey-Sausage-1339490,italian style soup with turkey sausage,3.0,2400.0,[Soups],[Italian],"[olive oil, turkey sausage, chopped onion, reduced sodium chicken broth, red kidney beans, no-salt-added diced tomatoes, mccormick oregano leaves, mccormick rosemary leaves, mccormick® thyme leaves, baby spinach leaves, pasta]","['olive oil', 'turkey sausage', 'onion', 'sodium chicken broth', 'kidney bean', 'tomato', 'mccormick oregano leaf', 'mccormick rosemary leaf', 'mccormick thyme leaf', 'baby spinach leaf', 'pastum']",11,40.0
5043,Prosciutto_-Pesto-_-Fresh-Mozzarella-Panini-1262612,"prosciutto, pesto & fresh mozzarella panini",4.0,1200.0,[Lunch and Snacks],[Italian],"[italian bread, basil pesto sauce, prosciutto, fresh mozzarella, olive oil]","['italian bread', 'basil pesto sauce', 'prosciutto', 'mozzarella', 'olive oil']",5,20.0
5044,Chocolate-Italian-Sponge-Cake-1340586,chocolate italian sponge cake,4.0,3600.0,[Desserts],[Italian],"[granulated sugar, extra large eggs, cake flour, unsweetened cocoa powder]","['sugar', 'extra egg', 'cake flmy', 'cocoa powder']",4,60.0
5045,Chicken-alfredo-with-plum-tomatoes-298775,chicken alfredo with plum tomatoes,4.0,1500.0,[Main Dishes],[Italian],"[bertolli® classico olive oil, boneless skinless chicken breast halves, tomatoes, dry white wine, bertolli® alfredo sauce, fresh basil leaves]","['bertolli classico olive oil', 'chicken breast half', 'tomato', 'dry white wine', 'sauce', 'basil leaf']",6,25.0
5046,Lemon-_-Olive-Oil-Cake-with-One-Step-Italian-Meringue-1369007,lemon & olive oil cake with one-step italian meringue,4.0,6300.0,[Desserts],[Italian],"[sugar, eggs, all-purpose flour, baking powder, olive oil, honey, unsalted butter, lemon, lemon juice, limoncello, egg whites, cold water, cream of tartar]","['sugar', 'egg', 'all purpose flmy', 'baking powder', 'olive oil', 'honey', 'butter', 'lemon', 'lemon juice', 'limoncello', 'egg white', 'cold water', 'cream tartar']",13,105.0
5047,Marinara-Sauce-1280606,marinara sauce,4.0,6000.0,[],[Italian],"[olive oil, white onion, garlic, carrots, tomatoes, salt, black pepper, sugar, fresh oregano, fresh parsley, pasta, fresh parmesan cheese, tomato paste]","['olive oil', 'white onion', 'garlic', 'carrot', 'tomato', 'salt', 'black pepper', 'sugar', 'oregano', 'parsley', 'pastum', 'parmesan cheese', 'tomato paste']",13,100.0
5048,Homemade-Marinara-Sauce-472269,homemade marinara sauce,5.0,,[Condiments and Sauces],[Italian],"[olive oil, garlic cloves, fresh basil leaves, crushed tomatoes, kosher salt, balsamic vinegar]","['olive oil', 'garlic clove', 'basil leaf', 'tomato', 'kosher salt', 'balsamic vinegar']",6,
5049,Risotto-alla-Milanese-1339523,risotto alla milanese,4.0,2400.0,[Side Dishes],[Italian],"[saffron threads, fat free less sodium chicken broth, unsalted butter, shallots, prosciutto, garlic cloves, arborio rice, white wine, fresh parmesan cheese, saffron, ground black pepper]","['saffron thread', 'fat free sodium chicken broth', 'butter', 'shallot', 'prosciutto', 'garlic clove', 'arborio rice', 'white wine', 'parmesan cheese', 'saffron', 'black pepper']",11,40.0
5050,Cherry-And-Apricot-Focaccia-With-Rosemary-1358738,cherry and apricot focaccia with rosemary,4.0,3000.0,[],[Italian],"[bread flour, warm water, instant yeast, salt, extra-virgin olive oil, sweet cherries, apricots, coarse sugar, rosemary]","['bread flmy', 'warm water', 'instant yeast', 'salt', 'extra virgin olive oil', 'sweet cherry', 'apricot', 'coarse sugar', 'rosemary']",9,50.0
5051,Pasta-Carbonara-The-Pioneer-Woman-289007,pasta carbonara,5.0,2100.0,"[Lunch and Snacks, Main Dishes]",[Italian],"[pasta, bacon, onions, garlic, eggs, parmesan cheese, heavy cream, salt, peas]","['pastum', 'bacon', 'onion', 'garlic', 'egg', 'parmesan cheese', 'heavy cream', 'salt', 'pea']",9,35.0
5052,Classic-Basil-Pesto-1348596,classic basil pesto,4.0,300.0,[Condiments and Sauces],[Italian],"[fresh basil, pinenuts, garlic cloves, extra-virgin olive oil, grated parmesan cheese, sea salt]","['basil', 'pinenut', 'garlic clove', 'extra virgin olive oil', 'parmesan cheese', 'sea salt']",6,5.0
5053,Chicken-Piccata-1367202,chicken piccata,4.0,1800.0,[Main Dishes],[Italian],"[boneless skinless chicken breasts, flour, olive oil, butter, garlic cloves, dry white wine, chicken broth, capers, lemon, salt, pepper, flat leaf parsley, grated parmesan cheese, fresh basil leaves]","['chicken breast', 'flmy', 'olive oil', 'butter', 'garlic clove', 'dry white wine', 'chicken broth', 'caper', 'lemon', 'salt', 'pepper', 'flat leaf parsley', 'parmesan cheese', 'basil leaf']",14,30.0
5054,Easy-Skillet-Lasagna-1352859,easy skillet lasagna,4.0,1500.0,[Main Dishes],[Italian],"[oven-ready lasagna noodles, italian sausage, yellow onion, garlic cloves, tomato sauce, water, italian seasoning, cream cheese, ricotta cheese, mozzarella cheese, basil]","['oven ready lasagna noodle', 'italian sausage', 'yellow onion', 'garlic clove', 'tomato sauce', 'water', 'italian seasoning', 'cream cheese', 'ricottum cheese', 'mozzarella cheese', 'basil']",11,25.0
5055,Caprese-Salad-The-Pioneer-Woman-Cooks-_-Ree-Drummond-41155,caprese salad,5.0,2100.0,"[Lunch and Snacks, Side Dishes, Salads]","[Spanish, Italian]","[balsamic vinegar, tomatoes, mozzarella cheese, fresh basil leaves, olive oil, ground black pepper, kosher salt]","['balsamic vinegar', 'tomato', 'mozzarella cheese', 'basil leaf', 'olive oil', 'black pepper', 'kosher salt']",7,35.0
5056,A-Hearty-Spaghetti-Bolognese-1361442,a hearty spaghetti bolognese,3.0,2700.0,[Main Dishes],[Italian],"[olive oil, yellow onion, carrots, celery stick, garlic cloves, fresh thyme leaves, dried oregano, ground beef, salt, black pepper, tomato paste, red wine, tomato sauce, balsamic vinegar, spaghetti, grated parmesan cheese, fresh basil leaves, cracked black pepper]","['olive oil', 'yellow onion', 'carrot', 'celery stick', 'garlic clove', 'thyme leaf', 'oregano', 'beef', 'salt', 'black pepper', 'tomato paste', 'wine', 'tomato sauce', 'balsamic vinegar', 'spaghettus', 'parmesan cheese', 'basil leaf', 'black pepper']",18,45.0
5057,Slow-Cooker-Italian-Wedding-Soup-1335288,slow cooker italian wedding soup,4.0,3300.0,[Soups],[Italian],"[ground turkey, large eggs, onions, seasoned bread crumbs, grated parmesan cheese, chopped parsley, garlic cloves, dried oregano, salt, black pepper, chicken broth, ditalini pasta, fresh spinach leaves]","['turkey', 'egg', 'onion', 'bread crumb', 'parmesan cheese', 'parsley', 'garlic clove', 'oregano', 'salt', 'black pepper', 'chicken broth', 'ditalini pastum', 'spinach leaf']",13,55.0
5058,Italian-Fettucine-Alfredo-1290295,italian fettucine alfredo,4.0,1500.0,[Main Dishes],[Italian],"[alfredo sauce, fresh parmesan cheese, fettucine, sweet italian sausage]","['sauce', 'parmesan cheese', 'fettucine', 'sweet italian sausage']",4,25.0
5059,Tortellini-Soup-1372993,tortellini soup,4.0,3000.0,[Soups],[Italian],"[ground italian sausage, olive oil, yellow onion, garlic, low sodium chicken broth, fire roasted diced tomatoes, tomato sauce, zucchini, carrots, dried oregano, dried basil, black pepper, salt, tortellini, fresh spinach, kale, parmesan cheese]","['italian sausage', 'olive oil', 'yellow onion', 'garlic', 'low sodium chicken broth', 'tomato', 'tomato sauce', 'zucchini', 'carrot', 'oregano', 'basil', 'black pepper', 'salt', 'tortellini', 'spinach', 'kale', 'parmesan cheese']",17,50.0
5060,Italian-Stuffed-Chicken-1328769,italian stuffed chicken,4.0,3000.0,[Main Dishes],[Italian],"[boneless skinless chicken breasts, red bell pepper, mozzarella cheese, fresh basil, seasoning, fresh parmesan cheese, salt, pepper]","['chicken breast', 'bell pepper', 'mozzarella cheese', 'basil', 'seasoning', 'parmesan cheese', 'salt', 'pepper']",8,50.0
5061,Braised-Italian-Chicken-with-Green-Beans_-Tomatoes-_-Olives-1365115,"braised italian chicken with green beans, tomatoes & olives",4.0,3000.0,[Main Dishes],[Italian],"[boneless chicken skinless thigh, freshly ground black pepper, kosher salt, all-purpose flour, olive oil, haricots verts, garlic, dry red wine, diced tomatoes, rosemary, crushed red pepper flakes, kalamata]","['chicken thigh', 'black pepper', 'kosher salt', 'all purpose flmy', 'olive oil', 'haricot vert', 'garlic', 'wine', 'tomato', 'rosemary', 'pepper flake', 'kalamatum']",12,50.0
5062,Italian-Seasoning-966678,italian seasoning,4.0,900.0,,[Italian],"[dried oregano, marjoram, dried thyme, dried basil, dried rosemary, dried sage]","['oregano', 'marjoram', 'thyme', 'basil', 'rosemary', 'sage']",6,15.0
5063,Crockpot-Italian-Meatballs-_-Perfect-For-Dinner-or-Game-Day_-1356736,crockpot italian meatballs | perfect for dinner or game day!,4.0,15600.0,[Main Dishes],[Italian],"[ground beef, white bread, milk, olive oil, onions, minced garlic, grated parmesan cheese, oregano, basil, eggs, pasta sauce]","['beef', 'white bread', 'milk', 'olive oil', 'onion', 'garlic', 'parmesan cheese', 'oregano', 'basil', 'egg', 'pastum sauce']",11,260.0
5064,Fettuccine-carbonara-299529,fettuccine carbonara,4.0,1500.0,"[Lunch and Snacks, Main Dishes]","[Italian, Japanese]","[fettucine, green peas, ragu cheesi light parmesan alfredo sauc, bacon, crisp-cooked and crumbled]","['fettucine', 'pea', 'sauc', 'bacon', '']",5,25.0
5065,Basic-Italian-Polenta-966190,basic italian polenta,4.0,2100.0,,[Italian],"[low sodium chicken stock, polenta, parmigiano reggiano cheese, sea salt, peppercorns]","['low sodium chicken stock', 'polentum', 'parmigiano reggiano cheese', 'sea salt', 'peppercorn']",5,35.0
5066,Bruschetta-I-Adore-Food-55302,bruschetta,4.0,,"[Appetizers, Lunch and Snacks]",[Italian],"[roma tomatoes, garlic cloves, olive oil, balsamic vinegar, fresh basil, salt, baguette, parmesan cheese]","['roma tomato', 'garlic clove', 'olive oil', 'balsamic vinegar', 'basil', 'salt', 'baguette', 'parmesan cheese']",8,
5067,Mushroom-risotto-352492,mushroom risotto,5.0,1800.0,[Side Dishes],[Italian],"[mushrooms, arborio rice, olive oil, butter, shallots, white wine, chicken stock, pepper, salt, grated parmesan cheese, chopped parsley]","['mushroom', 'arborio rice', 'olive oil', 'butter', 'shallot', 'white wine', 'chicken stock', 'pepper', 'salt', 'parmesan cheese', 'parsley']",11,30.0
5068,Spaghetti-alla-Carbonara-Simply-Recipes-200991,spaghetti alla carbonara,5.0,1800.0,[Main Dishes],[Italian],"[olive oil, pancetta, garlic cloves, eggs, grated parmesan cheese, pasta, salt, black pepper]","['olive oil', 'pancettum', 'garlic clove', 'egg', 'parmesan cheese', 'pastum', 'salt', 'black pepper']",8,30.0
5069,Italian-Tiramisu-Cheesecake-1326589,italian tiramisu cheesecake,4.0,2100.0,[Desserts],[Italian],"[espresso, lady fingers, egg yolks, mascarpone, granulated sugar, vanilla extract, espresso beans]","['espresso', 'lady finger', 'egg yolk', 'mascarpone', 'sugar', 'vanilla extract', 'espresso bean']",7,35.0
5070,Pasta-With-Tomatoes_-Capers_-Olives-and-Breadcrumbs-1363666,"pasta with tomatoes, capers, olives and breadcrumbs",3.0,2400.0,[Main Dishes],[Italian],"[extra-virgin olive oil, garlic cloves, bread crumb fresh, hot red pepper flakes, tomatoes with juice, capers, black olives, salt, freshly ground pepper, spaghetti, fresh parsley, freshly grated parmesan]","['extra virgin olive oil', 'garlic clove', 'bread crumb', 'pepper flake', 'tomato juice', 'caper', 'black olife', 'salt', 'pepper', 'spaghettus', 'parsley', 'parmesan']",12,40.0
5071,Italian-Eggplant-Cheese-Melts-1327636,italian eggplant cheese melts,4.0,1800.0,[],[Italian],"[eggplant, olive oil spray, tomato paste, fresh basil leaves, prosciutto, shredded cheese]","['eggplant', 'olive oil spray', 'tomato paste', 'basil leaf', 'prosciutto', 'cheese']",6,30.0
5072,Italian-Grilled-Chicken-1330741,italian grilled chicken,4.0,600.0,[Main Dishes],"[Barbecue, Italian]","[chicken tenderloin, lemon, brown sugar, parsley, pesto, extra-virgin olive oil, red pepper flakes, black pepper, red chili powder, oregano, sea salt, flat leaf parsley, garlic cloves]","['chicken tenderloin', 'lemon', 'brown sugar', 'parsley', 'pesto', 'extra virgin olive oil', 'pepper flake', 'black pepper', 'chili powder', 'oregano', 'sea salt', 'flat leaf parsley', 'garlic clove']",13,10.0
